EventType,EventDate,HasSafetyRec,Mode,OriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,Make,Model,AirCraftCategory,AirportID,AmateurBuilt,NumberOfEngines,EngineType,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,BroadPhaseofFlight,ReportStatus,MostRecentReportType
ACC,2020-11-13T21:04:00Z,False,Aviation,7/20/2022 0:00,Minor,0.0,0.0,1.0,1.0,CESSNA,152,AIR,SBD,false,1,REC,POSI,091,Substantial,VMC,Enroute,Completed,Final
ACC,2020-11-13T18:50:00Z,False,Aviation,6/8/2021 0:00,Serious,0.0,1.0,0.0,1.0,BOMBARDIER,CL600 2C10,AIR,PHX,false,2,,,121,,VMC,Unknown,Completed,Final
ACC,2020-11-13T14:15:00Z,False,Aviation,9/16/2021 0:00,,0.0,0.0,0.0,0.0,AIR CREATION,Buggy,WSFT,E95,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-11-13T13:26:00Z,False,Aviation,9/16/2021 0:00,,0.0,0.0,0.0,0.0,General Atomics,MQ-9,UNMANNED,FHU,false,1,,PUBF,PUBU,Destroyed,VMC,Approach,Completed,Final
ACC,2020-11-12T18:30:00Z,False,Aviation,8/20/2021 0:00,,0.0,0.0,0.0,0.0,PIPER,PA22,AIR,,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
ACC,2020-11-12T14:06:00Z,False,Aviation,7/7/2022 0:00,Fatal,2.0,0.0,0.0,2.0,CESSNA,182R,AIR,F46,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
ACC,2020-11-12T13:53:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,Rotorsport UK,Cavalon,HELI,,false,1,,,UNK,Destroyed,,Unknown,,Prelim
ACC,2020-11-12T12:43:00Z,False,Aviation,1/19/2023 0:00,Fatal,1.0,0.0,0.0,1.0,CESSNA,182,AIR,WHP,false,1,REC,POSI,091,Destroyed,VMC,Approach,Completed,Final
ACC,2020-11-12T09:20:00Z,False,Aviation,9/16/2021 0:00,Minor,0.0,0.0,1.0,1.0,MAULE,MX7,AIR,,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2020-11-11T17:50:00Z,False,Aviation,7/7/2022 0:00,Fatal,1.0,0.0,0.0,1.0,Trick Trikes,STSS,WSFT,,false,1,REC,PERS,091,Destroyed,VMC,Takeoff,Completed,Final
ACC,2020-11-11T12:44:00Z,False,Aviation,8/12/2022 0:00,Fatal,2.0,0.0,0.0,2.0,CESSNA,177,AIR,W10,false,1,REC,INST,091,Substantial,VMC,Approach,Completed,Final
ACC,2020-11-11T10:50:00Z,False,Aviation,12/20/2022 0:00,Minor,0.0,0.0,1.0,1.0,BELLANCA,7GCBC,AIR,L18,false,1,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
ACC,2020-11-10T16:40:00Z,False,Aviation,7/7/2022 0:00,Fatal,1.0,0.0,0.0,1.0,PIPER,PA38,AIR,,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
ACC,2020-11-10T15:37:00Z,False,Aviation,,Serious,0.0,3.0,1.0,4.0,BELL,407,HELI,,false,1,,,UNK,Substantial,,Takeoff,,Prelim
ACC,2020-11-09T16:45:00Z,False,Aviation,7/15/2021 0:00,Minor,0.0,0.0,2.0,2.0,MOONEY,M20C,AIR,LCI,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
ACC,2020-11-09T08:24:00Z,False,Aviation,8/24/2021 0:00,Minor,0.0,0.0,1.0,0.0,Diamond,DA40,AIR,FFZ,false,1,REC,INST,091,Substantial,VMC,Taxi,Completed,Final
ACC,2020-11-08T19:40:00Z,False,Aviation,,Fatal,2.0,0.0,0.0,2.0,Quest,Kodiak 100,AIR,,false,1,,,129,Destroyed,,Enroute,,Prelim
ACC,2020-11-08T17:11:00Z,False,Aviation,8/31/2021 0:00,Fatal,1.0,0.0,0.0,1.0,CESSNA,172,AIR,,false,1,,PERS,091,Destroyed,VMC,Maneuvering,Completed,Final
ACC,2020-11-08T16:00:00Z,False,Aviation,8/24/2021 0:00,,0.0,0.0,0.0,0.0,AMERICAN CHAMPION AIRCRAFT,7GCBC,AIR,MGJ,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-11-08T15:30:00Z,False,Aviation,9/21/2022 0:00,,0.0,0.0,0.0,0.0,PIPER,PA32,AIR,,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2020-11-08T15:18:00Z,False,Aviation,8/20/2021 0:00,,0.0,0.0,0.0,0.0,TEMCO,GC-1B,AIR,UGN,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2020-11-08T15:15:00Z,False,Aviation,7/15/2021 0:00,,0.0,0.0,0.0,0.0,BELL,206,HELI,3NC2,false,1,TS,INST,091,Substantial,VMC,Approach,Completed,Final
ACC,2020-11-07T22:00:00Z,False,Aviation,,Fatal,3.0,0.0,0.0,3.0,CESSNA,182,AIR,,false,,,,UNK,Substantial,,Enroute,,Prelim
ACC,2020-11-07T20:18:00Z,False,Aviation,7/12/2022 0:00,Fatal,1.0,0.0,0.0,1.0,PIPER,PA-22-135,AIR,,false,1,REC,PERS,091,Destroyed,IMC,Initial Climb,Completed,Final
ACC,2020-11-07T15:00:00Z,False,Aviation,8/24/2021 0:00,,0.0,0.0,0.0,0.0,SCHWEIZER,269C,HELI,,false,1,REC,OWRK,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-11-07T13:51:00Z,False,Aviation,9/16/2021 0:00,Serious,0.0,2.0,0.0,2.0,"SCHLEICHER, SCHLEICHER","ASW20C, ASW27","GLI, GLI",,"false, false","0, 0",,"PERS, PERS","091, 091","Substantial, Substantial",VMC,Maneuvering,Completed,Final
ACC,2020-11-07T09:30:00Z,False,Aviation,7/7/2022 0:00,Serious,0.0,1.0,2.0,3.0,ERCOUPE,415,AIR,,false,1,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final
ACC,2020-11-06T21:45:00Z,False,Aviation,7/7/2022 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-28-140,AIR,6D6,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
ACC,2020-11-06T17:38:00Z,False,Aviation,7/7/2022 0:00,Fatal,1.0,0.0,2.0,3.0,"BEECH, BEECH","J35, M35","AIR, AIR",,"false, false","1, 1","REC, REC","PERS, PERS","091, 091","Destroyed, Substantial",VMC,Unknown,Completed,Final
ACC,2020-11-06T16:20:00Z,False,Aviation,9/29/2023 0:00,,0.0,0.0,0.0,0.0,PILATUS,PC12,AIR,,false,1,TP,FERY,091,Substantial,VMC,Enroute,Completed,Final
ACC,2020-11-06T16:11:00Z,False,Aviation,8/20/2021 0:00,,0.0,0.0,0.0,0.0,CIRRUS,SR22,AIR,KAPA,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-11-06T16:00:00Z,False,Aviation,1/31/2023 0:00,Serious,0.0,2.0,1.0,3.0,AGUSTA,A109,HELI,CL00,false,2,TS,,135,Substantial,VMC,Landing,Completed,Final
ACC,2020-11-06T14:55:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,CIRRUS,SR22,AIR,FANS,false,1,,,NUSN,Substantial,,Approach,,Prelim
ACC,2020-11-06T14:00:00Z,False,Aviation,7/15/2021 0:00,,0.0,0.0,0.0,0.0,DIAMOND,DA40,AIR,WDR,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-11-06T12:58:00Z,False,Aviation,7/7/2022 0:00,,0.0,0.0,0.0,0.0,RONALD A GAWER,RV-12,AIR,C83,true,1,,PERS,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2020-11-06T09:05:00Z,False,Aviation,8/31/2021 0:00,,0.0,0.0,0.0,0.0,CESSNA,150F,AIR,CHD,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2020-11-05T23:33:00Z,False,Aviation,2/2/2023 0:00,,0.0,0.0,0.0,0.0,CIRRUS DESIGN CORP,SR20,AIR,AFW,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-11-05T15:30:00Z,False,Aviation,7/7/2022 0:00,,0.0,0.0,0.0,0.0,Just Aircraft,SuperSTOL,AIR,PVT,true,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
ACC,2020-11-05T15:15:00Z,False,Aviation,7/15/2021 0:00,Minor,0.0,0.0,1.0,1.0,NAVION,A,AIR,FFX,false,1,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
INC,2020-11-05T13:55:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,FAIRCHILD,227,AIR,MDZ,false,,,,UNK,Substantial,,Landing,,Prelim
ACC,2020-11-04T13:20:00Z,False,Aviation,8/16/2022 0:00,,0.0,0.0,0.0,0.0,REMOS AIRCRAFT GMBH FLUGZEUGBAU,GX,AIR,GEU,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-11-03T19:00:00Z,False,Aviation,,Fatal,2.0,0.0,0.0,2.0,PIPER,PA34,AIR,,false,2,,,NUSN,Substantial,,Unknown,,Prelim
ACC,2020-11-03T18:53:00Z,False,Aviation,3/22/2023 0:00,Serious,0.0,1.0,1.0,2.0,"PIPER, PIPER","J3C, J3C","AIR, AIR",TXW,"false, false","1, 1","REC, REC","PERS, PERS","091, 091","Substantial, Substantial",VMC,Initial Climb,Completed,Final
ACC,2020-11-03T17:57:00Z,False,Aviation,7/15/2021 0:00,Serious,0.0,1.0,0.0,1.0,CESSNA,180,AIR,PVT,false,1,REC,PERS,091,Destroyed,VMC,Landing,Completed,Final
ACC,2020-11-03T14:41:00Z,False,Aviation,8/31/2022 0:00,Fatal,2.0,0.0,0.0,2.0,AutoGyro,MTO Sport,GYRO,29KS,true,1,REC,PERS,091,Destroyed,VMC,Unknown,Completed,Final
ACC,2020-11-03T13:35:00Z,False,Aviation,8/16/2022 0:00,,0.0,0.0,0.0,0.0,STINSON,108-3,AIR,EMT,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-11-02T16:00:00Z,False,Aviation,7/15/2021 0:00,Minor,0.0,0.0,2.0,2.0,Carbon,Cub,AIR,,true,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-11-02T10:30:00Z,False,Aviation,8/31/2021 0:00,Minor,0.0,0.0,1.0,1.0,American Legend,AL-3 Cub,AIR,MEV,true,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-11-01T18:48:00Z,False,Aviation,10/6/2022 0:00,Fatal,3.0,0.0,0.0,3.0,GRUMMAN,GA7,AIR,JHW,false,2,REC,PERS,091,Destroyed,IMC,Approach,Completed,Final
ACC,2020-11-01T16:24:00Z,False,Aviation,7/15/2021 0:00,Minor,0.0,0.0,1.0,1.0,PIPER,PA22,AIR,5A2,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-11-01T15:00:00Z,False,Aviation,12/7/2022 0:00,Minor,0.0,0.0,1.0,1.0,RAYTHEON,400A,AIR,FHB,false,2,TF,OWRK,135,Substantial,IMC,Landing,Completed,Final
ACC,2020-10-31T04:29:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,PIPER,PA-25-235,AIR,,false,1,,,NUSC,Destroyed,,Maneuvering,,Prelim
ACC,2020-10-30T19:05:00Z,False,Aviation,3/16/2023 0:00,Fatal,1.0,0.0,0.0,1.0,CESSNA,172,AIR,KBIL,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
ACC,2020-10-30T15:26:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,CESSNA,401B,AIR,,false,2,,,NUSN,Destroyed,,Approach,,Prelim
ACC,2020-10-30T14:15:00Z,False,Aviation,7/7/2022 0:00,,0.0,0.0,0.0,0.0,CESSNA,140,AIR,EBG,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
INC,2020-10-30T12:01:00Z,False,Aviation,,,,,,,BOEING,737,AIR,,false,,,,NUSC,,,Enroute,,Prelim
ACC,2020-10-29T12:49:00Z,False,Aviation,8/20/2021 0:00,,0.0,0.0,0.0,0.0,Pearson,Starduster,AIR,CDC,true,1,REC,POSI,091,Substantial,VMC,Landing,Completed,Final
INC,2020-10-29T11:03:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,CESSNA,525,AIR,,false,,,,NUSN,Minor,,Enroute,,Prelim
ACC,2020-10-29T09:39:00Z,False,Aviation,12/6/2022 0:00,Fatal,2.0,0.0,0.0,2.0,CESSNA,310,AIR,,false,2,REC,PERS,091,Destroyed,VMC,Enroute,Completed,Final
ACC,2020-10-28T13:30:00Z,False,Aviation,8/20/2021 0:00,,0.0,0.0,0.0,0.0,AERONCA,11AC,AIR,IWH,false,1,REC,PERS,091,Substantial,VMC,Standing,Completed,Final
ACC,2020-10-28T11:40:00Z,False,Aviation,7/7/2022 0:00,,0.0,0.0,0.0,0.0,CESSNA,182,AIR,I68,false,1,REC,PERS,091,Substantial,IMC,Standing,Completed,Final
INC,2020-10-27T18:25:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,CESSNA,208,AIR,,false,,,,NUSC,,,Takeoff,,Prelim
ACC,2020-10-27T11:33:00Z,False,Aviation,7/7/2022 0:00,,0.0,0.0,0.0,0.0,HUGHES,369,HELI,,false,1,TS,EXLD,133,Substantial,VMC,Enroute,Completed,Final
ACC,2020-10-27T10:12:00Z,False,Aviation,9/16/2021 0:00,,0.0,0.0,0.0,0.0,CESSNA,A185,AIR,RLD,false,1,REC,OWRK,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-10-26T23:37:00Z,False,Aviation,8/20/2021 0:00,Minor,0.0,0.0,1.0,1.0,AMERICAN EUROCOPTER,AS350B3,HELI,94E,false,1,TS,POSI,091,Substantial,VMC,Approach,Completed,Final
ACC,2020-10-26T15:58:00Z,False,Aviation,5/19/2022 0:00,Fatal,1.0,0.0,0.0,1.0,CESSNA,210,AIR,LBB,false,1,REC,PERS,091,Destroyed,IMC,Approach,Completed,Final
ACC,2020-10-26T14:10:00Z,False,Aviation,7/26/2023 0:00,,0.0,0.0,0.0,0.0,PIPER,PA28,AIR,,false,1,REC,INST,091,Substantial,VMC,Unknown,Completed,Final
ACC,2020-10-25T15:07:00Z,False,Aviation,,,,,,,ROBINSON,R44,HELI,,false,1,,,NUSN,Substantial,,Takeoff,,Prelim
ACC,2020-10-25T13:37:00Z,False,Aviation,9/21/2022 0:00,Minor,0.0,0.0,1.0,1.0,GRUMMAN,AA5,AIR,BHC,false,1,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
ACC,2020-10-25T10:52:00Z,False,Aviation,10/5/2022 0:00,Fatal,1.0,0.0,0.0,1.0,CESSNA,172,AIR,,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
ACC,2020-10-25T08:37:00Z,False,Aviation,5/19/2022 0:00,Fatal,2.0,0.0,0.0,2.0,GRUMMAN,AA5,AIR,,false,1,REC,PERS,091,Destroyed,IMC,Maneuvering,Completed,Final
ACC,2020-10-24T17:30:00Z,False,Aviation,8/20/2021 0:00,,0.0,0.0,0.0,0.0,CESSNA,172,AIR,NONE,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2020-10-24T12:30:00Z,False,Aviation,8/20/2021 0:00,Serious,0.0,1.0,0.0,1.0,CCX-2000-0081 LLC,CCX-2000,AIR,KLMO,true,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-10-24T12:00:00Z,False,Aviation,7/7/2022 0:00,Minor,0.0,0.0,4.0,4.0,CIRRUS,SR22,AIR,,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
ACC,2020-10-24T11:53:00Z,False,Aviation,,Minor,0.0,0.0,9.0,9.0,EMBRAER,EMB145,AIR,MYGF,false,2,,,121,Substantial,,Landing,,Prelim
ACC,2020-10-24T10:28:00Z,False,Aviation,12/14/2022 0:00,Fatal,2.0,0.0,0.0,2.0,LANCAIR,235,AIR,,true,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
ACC,2020-10-24T10:00:00Z,False,Aviation,7/15/2021 0:00,,0.0,0.0,0.0,0.0,CESSNA,172,AIR,18AZ,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
ACC,2020-10-23T20:10:00Z,False,Aviation,8/26/2021 0:00,,0.0,0.0,0.0,0.0,CESSNA,T210K,AIR,KLAM,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-10-23T15:51:00Z,False,Aviation,8/20/2021 0:00,,0.0,0.0,0.0,0.0,PIPER,J3-C65,AIR,,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
ACC,2020-10-23T14:00:00Z,False,Aviation,,Fatal,1.0,1.0,2.0,4.0,CESSNA,182,AIR,,false,,,,091,Substantial,,Enroute,,Prelim
INC,2020-10-23T10:00:00Z,False,Aviation,,,,,,,AIRBUS,A320,AIR,BNE,false,2,,,NUSC,,,Takeoff,,Prelim
ACC,2020-10-22T19:00:00Z,False,Aviation,8/20/2021 0:00,,0.0,0.0,0.0,0.0,CIRRUS,SR22,AIR,I19,false,1,REC,BUS,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2020-10-22T10:15:00Z,False,Aviation,,,,,,,PIPER,PA46,AIR,,false,,,,NUSN,Substantial,,Landing,,Prelim
ACC,2020-10-21T22:55:00Z,False,Aviation,7/19/2022 0:00,,0.0,0.0,0.0,0.0,LEARJET,60,AIR,KPWK,false,2,TF,,135,Substantial,VMC,Landing,Completed,Final
ACC,2020-10-21T16:12:00Z,False,Aviation,10/19/2022 0:00,Minor,0.0,0.0,1.0,1.0,BELL,206,HELI,,false,1,TS,PERS,091,Substantial,IMC,Maneuvering,Completed,Final
ACC,2020-10-21T14:32:00Z,False,Aviation,8/20/2021 0:00,,0.0,0.0,0.0,0.0,BELLANCA,8KCAB,AIR,KRKS,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2020-10-21T14:31:00Z,False,Aviation,5/19/2022 0:00,Fatal,1.0,0.0,0.0,1.0,BEECH,V35,AIR,ASD,false,1,REC,PERS,091,Destroyed,VMC,Initial Climb,Completed,Final
ACC,2020-10-21T11:50:00Z,False,Aviation,7/19/2022 0:00,Serious,0.0,1.0,0.0,1.0,Glasair,III,AIR,HWD,true,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2020-10-21T11:17:00Z,False,Aviation,12/6/2022 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-28-180,AIR,,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
ACC,2020-10-20T20:20:00Z,False,Aviation,6/3/2022 0:00,,0.0,0.0,0.0,0.0,PIPER,PA28,AIR,,false,1,REC,INST,091,Substantial,VMC,Enroute,Completed,Final
ACC,2020-10-20T17:10:00Z,False,Aviation,7/7/2022 0:00,Fatal,1.0,0.0,0.0,1.0,Glasair,III,AIR,,true,1,REC,PERS,091,Substantial,VMC,Unknown,Completed,Final
INC,2020-10-20T14:53:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,BOEING,727,AIR,VLN,false,,,,NUSC,,Unknown,Landing,,Prelim
ACC,2020-10-20T14:15:00Z,False,Aviation,9/29/2021 0:00,,0.0,0.0,0.0,0.0,CESSNA,185,AIR,PABV,false,,REC,INST,091,Substantial,VMC,Landing,Completed,Final
INC,2020-10-20T09:45:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,SIKORSKY,S92,HELI,,false,,,,135,,,Enroute,,Prelim
ACC,2020-10-18T14:00:00Z,False,Aviation,7/15/2021 0:00,Minor,0.0,0.0,2.0,2.0,Aero Bristell,Bristell LSA,AIR,N94,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
ACC,2020-10-18T14:00:00Z,False,Aviation,8/26/2021 0:00,,0.0,0.0,0.0,0.0,Robinson Helicopter Company,R44 II,HELI,2P2,false,1,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final
ACC,2020-10-18T14:00:00Z,False,Aviation,8/26/2021 0:00,Minor,0.0,0.0,1.0,1.0,AVIAT,A1,AIR,W20,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
ACC,2020-10-18T11:00:00Z,False,Aviation,5/19/2022 0:00,,0.0,0.0,0.0,0.0,CESSNA,182Q,AIR,SPF,false,1,REC,PERS,091,Substantial,VMC,Taxi,Completed,Final
ACC,2020-10-18T10:59:00Z,False,Aviation,1/19/2023 0:00,Serious,0.0,1.0,0.0,1.0,ROBINSON,R22,HELI,WDR,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
ACC,2020-10-17T17:42:00Z,False,Aviation,7/7/2022 0:00,,0.0,0.0,0.0,0.0,PIPER,PA28,AIR,PLU,false,,REC,INST,091,Substantial,VMC,Approach,Completed,Final
ACC,2020-10-17T16:30:00Z,False,Aviation,8/20/2021 0:00,,0.0,0.0,0.0,0.0,CESSNA,172,AIR,UBS,false,1,REC,INST,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2020-10-17T16:15:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,ROBINSON,R44,HELI,,false,,,,NUSN,Substantial,,Enroute,,Prelim
ACC,2020-10-16T19:20:00Z,False,Aviation,8/26/2021 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-28,AIR,,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
ACC,2020-10-16T15:15:00Z,False,Aviation,7/7/2022 0:00,,0.0,0.0,0.0,0.0,BELL,206,HELI,,false,1,TS,PERS,091,Substantial,VMC,Enroute,Completed,Final
ACC,2020-10-16T11:13:00Z,False,Aviation,11/4/2022 0:00,Fatal,2.0,0.0,0.0,2.0,CESSNA,T182,AIR,,false,1,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
ACC,2020-10-16T10:00:00Z,False,Aviation,8/20/2021 0:00,Minor,0.0,0.0,2.0,2.0,ROBINSON,R44,HELI,,false,1,,BUS,091,Substantial,VMC,Maneuvering,Completed,Final
ACC,2020-10-15T16:15:00Z,False,Aviation,7/19/2022 0:00,Minor,0.0,0.0,1.0,1.0,CESSNA,152,AIR,PLU,false,1,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
ACC,2020-10-15T11:00:00Z,False,Aviation,,Fatal,2.0,0.0,0.0,2.0,ROBINSON,R44,HELI,,false,,,,NUSN,Substantial,,Enroute,,Prelim
ACC,2020-10-14T16:05:00Z,False,Aviation,8/24/2021 0:00,,0.0,0.0,0.0,0.0,CHAMPION,7FC,AIR,W91,false,1,REC,INST,091,Substantial,VMC,Initial Climb,Completed,Final
ACC,2020-10-14T13:03:00Z,False,Aviation,7/15/2021 0:00,Minor,0.0,0.0,1.0,1.0,Muse,STOL CH 750,AIR,UOS,true,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2020-10-14T08:20:00Z,False,Aviation,10/13/2022 0:00,,0.0,0.0,0.0,0.0,BEECH,99,AIR,WVL,false,2,TP,,135,Substantial,VMC,Taxi,Completed,Final
ACC,2020-10-13T21:30:00Z,False,Aviation,,Fatal,3.0,1.0,0.0,4.0,PIPER,PA28RT,AIR,,false,,,,NUSN,Substantial,,Enroute,,Prelim
ACC,2020-10-13T20:15:00Z,False,Aviation,10/5/2022 0:00,Fatal,1.0,0.0,0.0,1.0,AERO COMMANDER,100,AIR,,false,1,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final
ACC,2020-10-13T13:40:00Z,False,Aviation,8/31/2021 0:00,Minor,0.0,0.0,2.0,2.0,Kitfox,Classic 4,AIR,3OH0,true,1,REC,PERS,091,Destroyed,VMC,Landing,Completed,Final
ACC,2020-10-13T09:45:00Z,False,Aviation,5/6/2021 0:00,,0.0,0.0,0.0,0.0,CESSNA,172N,AIR,X60,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-10-12T17:18:00Z,False,Aviation,6/22/2021 0:00,,0.0,0.0,0.0,0.0,ZENITH,STOL CH801,AIR,FGU,true,1,REC,FLTS,091,Substantial,VMC,Initial Climb,Completed,Final
ACC,2020-10-11T14:30:00Z,False,Aviation,8/20/2021 0:00,Minor,0.0,0.0,1.0,1.0,CESSNA,150,AIR,BIH,false,1,REC,UNK,091,Substantial,VMC,Approach,Completed,Final
ACC,2020-10-11T13:30:00Z,False,Aviation,7/15/2021 0:00,Minor,0.0,0.0,1.0,1.0,NORTH AMERICAN,NAVION,AIR,48X,false,1,REC,PERS,091,Destroyed,VMC,Takeoff,Completed,Final
ACC,2020-10-11T08:10:00Z,False,Aviation,1/31/2023 0:00,,0.0,0.0,0.0,0.0,PIPER,PA32,AIR,PDK,false,1,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
ACC,2020-10-11T04:00:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,CESSNA,FRA150,AIR,,false,,,,NUSN,Unknown,,Unknown,,Prelim
ACC,2020-10-10T15:44:00Z,False,Aviation,4/20/2022 0:00,,0.0,0.0,0.0,0.0,DOUGLAS,C54,AIR,0AA1,false,4,REC,OWRK,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-10-10T14:45:00Z,False,Aviation,,Fatal,5.0,0.0,0.0,5.0,"Pioneer, Robin","300, DR400","ULTR, AIR",,"false, false",,,,"NUSN, 129","Unknown, Unknown",,Unknown,,Prelim
ACC,2020-10-10T14:15:00Z,False,Aviation,6/17/2021 0:00,Minor,0.0,0.0,1.0,1.0,ENSTROM,480,HELI,C44,false,1,TS,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-10-10T13:30:00Z,False,Aviation,8/26/2021 0:00,Serious,0.0,2.0,0.0,2.0,PIPER,PA32R,AIR,MO64,false,,REC,PERS,091,Destroyed,VMC,Approach,Completed,Final
ACC,2020-10-10T11:00:00Z,False,Aviation,9/20/2021 0:00,,0.0,0.0,0.0,0.0,PIPER,PA24,AIR,VKX,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-10-10T09:05:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,PIPER,PA46,AIR,,false,,,,NUSN,Substantial,,Emergency Descent,,Prelim
INC,2020-10-10T08:21:00Z,False,Aviation,,,,,,,BOEING,777,AIR,,false,,,,NUSC,,,Initial Climb,,Prelim
ACC,2020-10-09T15:08:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,PIPER,PA25,AIR,,false,,,,NUSN,Substantial,,Enroute,,Prelim
ACC,2020-10-09T11:54:00Z,False,Aviation,8/24/2021 0:00,,0.0,0.0,0.0,0.0,Ralph C Kimball,Sea Rey,AIR,,true,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2020-10-08T16:15:00Z,False,Aviation,8/26/2021 0:00,,0.0,0.0,0.0,0.0,Pipistrel,Alpha Trainer,AIR,,false,1,REC,OWRK,091,Substantial,VMC,Maneuvering,Completed,Final
ACC,2020-10-08T15:30:00Z,False,Aviation,8/24/2021 0:00,Minor,0.0,0.0,1.0,1.0,PIPER,PA18,AIR,PYM,false,1,REC,PUBL,PUBU,Substantial,VMC,Landing,Completed,Final
ACC,2020-10-08T11:15:00Z,False,Aviation,12/7/2022 0:00,Serious,0.0,7.0,0.0,7.0,CESSNA,414,AIR,F45,false,2,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
